points_id,latitude,longitude,formatted address,zip code,state,county,major_basin_name,minor_basin_name,pfaf_id,bws_cat1,bwd_cat1,iav_cat1,sev_cat1,gtd_cat1,rfr_cat1,cfr_cat1,drr_cat1,ucw_cat1,cep_cat1,udw_cat1,usa_cat1,rri_cat1,w_awr_def_qan_cat1,w_awr_def_qal_cat1,w_awr_def_rrr_cat1,w_awr_def_tot_cat1,w_awr_agr_qan_cat1,w_awr_agr_qal_cat1,w_awr_agr_rrr_cat1,w_awr_agr_tot_cat1,w_awr_che_qan_cat1,w_awr_che_qal_cat1,w_awr_che_rrr_cat1,w_awr_che_tot_cat1,w_awr_con_qan_cat1,w_awr_con_qal_cat1,w_awr_con_rrr_cat1,w_awr_con_tot_cat1,w_awr_elp_qan_cat1,w_awr_elp_qal_cat1,w_awr_elp_rrr_cat1,w_awr_elp_tot_cat1,w_awr_fnb_qan_cat1,w_awr_fnb_qal_cat1,w_awr_fnb_rrr_cat1,w_awr_fnb_tot_cat1,w_awr_min_qan_cat1,w_awr_min_qal_cat1,w_awr_min_rrr_cat1,w_awr_min_tot_cat1,w_awr_ong_qan_cat1,w_awr_ong_qal_cat1,w_awr_ong_rrr_cat1,w_awr_ong_tot_cat1,w_awr_smc_qan_cat1,w_awr_smc_qal_cat1,w_awr_smc_rrr_cat1,w_awr_smc_tot_cat1,w_awr_tex_qan_cat1,w_awr_tex_qal_cat1,w_awr_tex_rrr_cat1,w_awr_tex_tot_cat1,bws_cat,bwd_cat,iav_cat,sev_cat,gtd_cat,rfr_cat,cfr_cat,drr_cat,ucw_cat,cep_cat,udw_cat,usa_cat,rri_cat,w_awr_def_qan_cat,w_awr_def_qal_cat,w_awr_def_rrr_cat,w_awr_def_tot_cat,w_awr_agr_qan_cat,w_awr_agr_qal_cat,w_awr_agr_rrr_cat,w_awr_agr_tot_cat,w_awr_che_qan_cat,w_awr_che_qal_cat,w_awr_che_rrr_cat,w_awr_che_tot_cat,w_awr_con_qan_cat,w_awr_con_qal_cat,w_awr_con_rrr_cat,w_awr_con_tot_cat,w_awr_elp_qan_cat,w_awr_elp_qal_cat,w_awr_elp_rrr_cat,w_awr_elp_tot_cat,w_awr_fnb_qan_cat,w_awr_fnb_qal_cat,w_awr_fnb_rrr_cat,w_awr_fnb_tot_cat,w_awr_min_qan_cat,w_awr_min_qal_cat,w_awr_min_rrr_cat,w_awr_min_tot_cat,w_awr_ong_qan_cat,w_awr_ong_qal_cat,w_awr_ong_rrr_cat,w_awr_ong_tot_cat,w_awr_smc_qan_cat,w_awr_smc_qal_cat,w_awr_smc_rrr_cat,w_awr_smc_tot_cat,w_awr_tex_qan_cat,w_awr_tex_qal_cat,w_awr_tex_rrr_cat,w_awr_tex_tot_cat
124,34.21433801,-118.47562,"7923 Haskell Ave, Van Nuys, CA 91406, USA",91406,CA,Los Angeles County,California,Los Angeles,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,2,1,1,0,-9999,0,0,1,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
125,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA",83716,ID,Ada County,Columbia and Northwestern United States,Lower Boise,782940,4,4,1,0,1,0,0,1,0,1,0,0,0,4,0,1,3,4,1,1,3,3,0,1,1,4,0,1,2,4,1,1,3,4,0,1,3,3,0,1,1,2,0,1,0,4,0,1,2,3,0,1,1,2,1,1,0,-9999,0,0,1,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
126,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA",20110,VA,Manassas city,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,731901,3,1,2,0,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,0,1,0,0,0,3,0,1,1,3,0,1,1,2,1,1,0,-9999,0,0,1,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0
127,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA",20110,VA,Manassas city,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,731901,3,1,2,0,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,0,1,0,0,0,3,0,1,1,3,0,1,1,3,1,2,1,-9999,0,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,0,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1
128,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA",83716,ID,Ada County,Columbia and Northwestern United States,Lower Boise,782940,4,4,1,0,1,0,0,1,0,1,0,0,0,4,0,1,3,4,1,1,3,3,0,1,1,4,0,1,2,4,1,1,3,4,0,1,3,3,0,1,1,2,0,1,0,4,0,1,2,3,0,1,1,0,0,2,1,-9999,2,0,2,0,2,1,0,0,1,1,1,0,2,2,1,1,2,0,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
129,40.43175587,-111.8254039,"1536 E 3500 N #300, Lehi, UT 84043, USA",84043,UT,Utah County,Great Basin,Jordan,773816,3,1,2,1,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,1,1,0,0,0,3,0,1,1,3,0,1,1,1,0,3,1,-9999,1,0,2,0,2,0,0,0,2,1,1,1,3,2,1,2,2,0,1,1,2,1,1,1,2,2,1,1,3,1,1,1,2,1,1,1,1,0,1,0,2,1,1,1,2,0,1,1
130,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA",83716,ID,Ada County,Columbia and Northwestern United States,Lower Boise,782940,4,4,1,0,1,0,0,1,0,1,0,0,0,4,0,1,3,4,1,1,3,3,0,1,1,4,0,1,2,4,1,1,3,4,0,1,3,3,0,1,1,2,0,1,0,4,0,1,2,3,0,1,1,1,0,3,1,-9999,1,0,2,0,2,0,0,0,2,1,1,1,3,2,1,2,2,0,1,1,2,1,1,1,2,2,1,1,3,1,1,1,2,1,1,1,1,0,1,0,2,1,1,1,2,0,1,1
131,40.43175587,-111.8254039,"1536 E 3500 N #300, Lehi, UT 84043, USA",84043,UT,Utah County,Great Basin,Jordan,773816,3,1,2,1,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,1,1,0,0,0,3,0,1,1,3,0,1,1,3,1,2,2,-9999,0,0,2,0,3,0,0,0,3,1,1,2,3,2,1,2,2,0,1,1,3,1,1,2,3,2,1,2,4,1,1,2,2,1,1,1,2,0,1,0,3,1,1,1,3,0,1,1
132,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA",20110,VA,Manassas city,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,731901,3,1,2,0,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,0,1,0,0,0,3,0,1,1,3,0,1,1,3,1,2,2,-9999,0,0,2,0,3,0,0,0,3,1,1,2,3,2,1,2,2,0,1,1,3,1,1,2,3,2,1,2,4,1,1,2,2,1,1,1,2,0,1,0,3,1,1,1,3,0,1,1
133,32.91489801,-96.619567,"905 E Walnut St, Garland, TX 75040, USA",75040,TX,Dallas County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
134,34.27633702,-118.785539,"2263 Ward Ave, Simi Valley, CA 93065, USA",93065,CA,Ventura County,California,Calleguas,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
135,41.656636,-83.54338298,"7713, 333 14th St # 4, Toledo, OH 43604, USA",43604,OH,Lucas County,St Lawrence,Lower Maunee,725560,0,0,1,1,-9999,0,0,2,0,3,0,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,1,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
136,35.92784301,-78.839661,"2305 Presidential Dr, Durham, NC 27703, USA",27703,NC,Durham County,"Gulf of Mexico, North Atlantic Coast",Upper Neuse,732160,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
137,37.264442,-121.954942,"1506 Dell Ave, Campbell, CA 95008, USA",95008,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
138,39.291315,-76.60412,"900 E Fayette St, Baltimore, MD 21233, USA",21233,MD,Baltimore City,"United States, North Atlantic Coast",Gunpowder / Patapsco,731700,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
139,33.892163,-118.3772,"2425 Manhattan Beach Blvd, Redondo Beach, CA 90278",90278,CA,Los Angeles County,California,Los Angeles,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
140,33.892163,-118.3772,"2425 Manhattan Beach Blvd, Redondo Beach, CA 90278",90278,CA,Los Angeles County,California,Los Angeles,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
141,39.291315,-76.60412,"900 E Fayette St, Baltimore, MD 21233, USA",21233,MD,Baltimore City,"United States, North Atlantic Coast",Gunpowder / Patapsco,731700,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
142,37.19265099,-80.38871701,"3155 State St, Blacksburg, VA 24060, USA",24060,VA,Montgomery County,"Gulf of Mexico, North Atlantic Coast",Upper Roanoke,732140,2,1,1,0,-9999,1,0,1,0,1,1,0,0,3,0,1,1,3,1,1,1,2,0,1,1,2,0,1,1,2,1,1,1,3,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,2,0,1,1,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
143,35.92784301,-78.839661,"2305 Presidential Dr, Durham, NC 27703, USA",27703,NC,Durham County,"Gulf of Mexico, North Atlantic Coast",Upper Neuse,732160,4,1,2,0,-9999,0,0,1,0,1,1,0,0,3,0,1,2,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,4,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1
144,44.86698102,-93.42204998,"11455 Valley View Rd, Eden Prairie, MN 55344, USA",55344,MN,Hennepin County,Mississippi - Missouri,Lower Minnesota,742881,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1
145,30.23774832,-97.86393955,"W William Cannon Dr, Austin, TX 78735, USA",78735,TX,Travis County,Gulf Coast,Lower Colorado,751810,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1
146,33.325579,-111.861689,"1300 N Alma School Rd, Chandler, AZ 85224, USA",85224,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1
147,33.325579,-111.861689,"1300 N Alma School Rd, Chandler, AZ 85224, USA",85224,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,3,1,2,1,-9999,0,0,2,0,2,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,0,1,0,0,0,3,1,1,1,3,0,1,1
148,30.2701471,-97.66904646,"3501 1/2 Ed Bluestein Blvd, Austin, TX 78721, USA",78721,TX,Travis County,Gulf Coast,Lower Colorado,751810,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1,0,0,1,1,-9999,0,0,2,0,2,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
149,33.325579,-111.861689,"1300 N Alma School Rd, Chandler, AZ 85224, USA",85224,AZ,Maricopa County,"North America, Colorado",Middle Gila,772250,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1
150,42.48665953,-76.46650432,"9 Brown Rd, Ithaca, NY 14850, USA",14850,NY,Tompkins County,St Lawrence,Seneca,725540,0,0,1,1,-9999,1,0,1,0,3,1,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1
151,37.411433,-122.023226,"1233 Bordeaux Dr, Sunnyvale, CA 94089, USA",94089,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1
152,43.16926333,-77.62675168,"253 Lake Ave, Rochester, NY 14608, USA",14608,NY,Monroe County,St Lawrence,Genesee,725552,0,0,1,1,-9999,1,0,1,0,3,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,4,4,1,1,1,0,0,1,0,2,0,0,0,4,1,0,3,4,2,0,3,3,0,0,1,4,1,0,2,4,2,0,3,4,1,1,3,3,1,0,1,2,0,0,0,4,1,1,2,3,0,1,1
153,43.59671445,-116.5341894,"1401 N Kings Rd, Nampa, ID 83687, USA",83687,ID,Canyon County,Columbia and Northwestern United States,Lower Boise,782940,4,4,1,0,1,0,0,1,0,1,0,0,0,4,0,1,3,4,1,1,3,3,0,1,1,4,0,1,2,4,1,1,3,4,0,1,3,3,0,1,1,2,0,1,0,4,0,1,2,3,0,1,1,-1,-1,2,1,-9999,2,0,1,0,2,1,0,0,4,1,1,4,4,2,1,4,4,0,1,2,4,1,1,3,4,2,1,3,4,1,1,4,4,1,1,2,3,0,1,1,4,1,1,3,4,0,1,2
154,43.64063608,-70.32559223,"333 Western Ave, South Portland, ME 04106, USA",4106,ME,Cumberland County,Atlantic Ocean Seaboard,Presumpscot,731150,1,0,0,0,-9999,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,-1,2,1,-9999,2,0,1,0,2,1,0,0,4,1,1,4,4,2,1,4,4,0,1,2,4,1,1,3,4,2,1,3,4,1,1,4,4,1,1,2,3,0,1,1,4,1,1,3,4,0,1,2
155,42.86619001,-112.414345,"2300 E Terry St, Pocatello, ID 83201, USA",83201,ID,Bannock County,Columbia and Northwestern United States,Portneuf,782995,4,4,2,2,1,1,0,1,0,1,1,0,0,4,0,1,3,4,1,1,3,3,0,1,2,4,0,1,3,4,1,1,3,4,0,1,3,3,0,1,1,3,0,1,1,4,0,1,2,4,0,1,2,-1,-1,2,1,-9999,2,0,1,0,2,1,0,0,4,1,1,4,4,2,1,4,4,0,1,2,4,1,1,3,4,2,1,3,4,1,1,4,4,1,1,2,3,0,1,1,4,1,1,3,4,0,1,2
156,41.14167345,-75.89369426,"1144-948 Crestwood Dr, Mountain Top, PA 18707, USA",18707,PA,Luzerne County,"United States, North Atlantic Coast",Upper Susquehanna / Tunkhannock / Lackawanna,731605,0,0,2,1,-9999,0,0,1,0,3,0,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,1,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
157,45.52587199,-122.423988,"23440 NE Glisan St, Gresham, OR 97030, USA",97030,OR,Multnomah County,Columbia and Northwestern United States,Lower Columbia / Sandy,782300,0,0,0,0,-9999,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
158,37.37582701,-121.959056,"2975 Scott Blvd #200, Santa Clara, CA 95054, USA",95054,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
159,34.188545,-118.926242,"750 Mitchell Rd, Newbury Park, CA 91320, USA",91320,CA,Ventura County,California,Calleguas,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
160,33.11651507,-117.3160132,"6183 Paseo Del Norte #150, Carlsbad, CA 92011, USA",92011,CA,San Diego County,California,San Luis Rey / Escondido,774150,4,4,4,1,-9999,2,0,1,0,4,0,0,0,4,1,0,4,4,3,0,4,4,0,0,2,4,1,0,3,4,3,0,4,4,2,1,4,4,1,0,2,3,0,0,1,4,1,1,3,4,1,1,2,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
161,33.39464802,-111.975226,"2502 W Huntington Dr, Tempe, AZ 85282, USA",85282,AZ,Maricopa County,"North America, Colorado",Lower Salt,772221,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
162,38.69194201,-90.40336396,"10922 Page Ave, St. Louis, MO 63132, USA",63132,MO,St. Louis County,Mississippi - Missouri,Lower Missouri,742911,0,0,1,1,-9999,0,0,2,0,2,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
163,44.85398798,-93.23114702,"24 28th Ave S, Bloomington, MN 55425, USA",55425,MN,Hennepin County,Mississippi - Missouri,Lower Minnesota,742881,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
164,44.85398798,-93.23114702,"24 28th Ave S, Bloomington, MN 55425, USA",55425,MN,Hennepin County,Mississippi - Missouri,Lower Minnesota,742881,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
165,44.85398798,-93.23114702,"24 28th Ave S, Bloomington, MN 55425, USA",55425,MN,Hennepin County,Mississippi - Missouri,Lower Minnesota,742881,1,0,2,1,-9999,0,0,2,0,2,0,0,0,1,1,0,0,2,2,0,1,1,0,1,0,1,1,0,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
166,40.23086128,-79.5732612,"118 E Hillis St, Youngwood, PA 15697, USA",15697,PA,Westmoreland County,Mississippi - Missouri,Youghiogheny,742698,2,1,1,0,-9999,0,0,1,0,2,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,2,1,1,1,2,0,1,0,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0
